Contact Id,TxStart [s],TxStart [UTCG],TxStop [s],TxStop [UTCG],SourceEid,SourceName,DestinEid,DestinName,Avg. Delay [s],Data Rate [Bytes/s],Volume [Bytes],Region
308,33575,1 Jan 2023 19:19:34.461,62611,2 Jan 2023 03:23:30.625,9,[9] ls-05,28,[28] south1,0.0240181414270417,1875000,54442500000,E
309,33575,1 Jan 2023 19:19:34.461,62611,2 Jan 2023 03:23:30.625,28,[28] south1,9,[9] ls-05,0.0240181414270417,12500000,362950000000,E
312,37231,1 Jan 2023 20:20:30.459,70765,2 Jan 2023 05:39:24.807,25,[25] north0,28,[28] south1,0.0348611794223328,12500000,419175000000,B
313,37231,1 Jan 2023 20:20:30.459,70765,2 Jan 2023 05:39:24.807,28,[28] south1,25,[25] north0,0.0348611794223328,12500000,419175000000,B
314,38342,1 Jan 2023 20:39:01.524,51256,2 Jan 2023 00:14:15.411,14,[14] ls-10,26,[26] north1,0.0312871312225175,1875000,24213750000,C
315,38342,1 Jan 2023 20:39:01.524,51256,2 Jan 2023 00:14:15.411,26,[26] north1,14,[14] ls-10,0.0312871312225175,12500000,161425000000,C
318,39404,1 Jan 2023 20:56:43.174,57220,2 Jan 2023 01:53:39.699,8,[8] ls-04,24,[24] circ,0.0167416532124249,1875000,33405000000,D
319,39404,1 Jan 2023 20:56:43.174,57220,2 Jan 2023 01:53:39.699,24,[24] circ,8,[8] ls-04,0.0167416532124249,12500000,222700000000,D
328,41710,1 Jan 2023 21:35:09.184,88785,2 Jan 2023 10:39:44.437,26,[26] north1,1,[1] gs-goldstone,1.29228224419468,12500000,588437500000,B
329,41712,1 Jan 2023 21:35:11.725,88789,2 Jan 2023 10:39:48.028,1,[1] gs-goldstone,26,[26] north1,1.29228245316757,3750000,176538750000,B
333,41878,1 Jan 2023 21:37:57.657,45178,1 Jan 2023 22:32:57.910,27,[27] south0,1,[1] gs-goldstone,1.30901193852164,12500000,41250000000,B
